ID;Datum;Temperatur;Luftfeuchtigkeit;Arbeiter;Sensor1;Sensor2;Sensor3;Sensor4;Sensor5;Sensor6;Sensor7;Sensor8;Sensor9;Sensor10;Sensor11;Sensor12;Sensor13;Sensor14;Sensor15;Zeit seit letztem Ausfall (Stunden);Ausfall
201;25.06.2020 20:00;64;89;Arbeiter8;545;1;1;1450;332;1110;828;1285;366;871;1468;1911;1665;1866;501;20;Nein
202;25.06.2020 21:00;62;86;Arbeiter8;1086;3;2;1410;944;930;1587;1471;1326;406;1576;1272;603;1396;1145;21;Nein
203;25.06.2020 22:00;67;89;Arbeiter8;1179;3;1;950;1136;1883;480;709;1228;1203;2009;1786;1017;769;371;22;Nein
204;25.06.2020 23:00;61;88;Arbeiter8;1139;1;0;1987;954;1446;1387;878;1973;1362;943;1962;384;896;336;23;Nein
205;26.06.2020 00:00;65;91;Arbeiter1;724;3;0;272;507;1830;705;934;1393;1452;803;1885;1486;632;1258;24;Nein
206;26.06.2020 01:00;64;90;Arbeiter1;472;1;1;679;527;472;1689;316;724;1885;206;1341;1726;574;484;25;Nein
207;26.06.2020 02:00;61;90;Arbeiter1;614;3;1;1429;1179;1276;915;1710;287;1964;1710;1321;1874;557;391;26;Nein
208;26.06.2020 03:00;63;86;Arbeiter1;738;1;1;1419;1701;1304;1292;1019;189;1429;2001;1030;211;1173;666;27;Nein
209;26.06.2020 04:00;62;91;Arbeiter1;1184;1;2;229;1618;1445;1595;1211;787;968;1549;1775;1966;1365;760;28;Nein
210;26.06.2020 05:00;62;85;Arbeiter1;1050;1;1;1113;1015;1682;711;815;298;1750;1166;1219;962;634;1984;29;Nein
211;26.06.2020 06:00;63;86;Arbeiter1;1343;1;0;946;1016;578;1465;1463;1139;927;560;1671;408;1693;578;30;Nein
212;26.06.2020 07:00;66;87;Arbeiter1;1177;3;2;507;1778;1589;865;1082;1946;1464;359;373;1816;1268;289;31;Nein
213;26.06.2020 08:00;61;83;Arbeiter3;509;1;1;482;1509;518;569;163;1167;215;1424;1227;798;529;1821;32;Nein
214;26.06.2020 09:00;63;92;Arbeiter3;1648;3;2;1052;187;1797;779;1412;854;1497;895;1120;1097;1905;1442;33;Nein
215;26.06.2020 10:00;62;82;Arbeiter3;1441;2;2;455;1402;1771;1642;634;970;1522;1040;740;480;1799;791;34;Nein
216;26.06.2020 11:00;65;83;Arbeiter3;330;2;0;1814;1870;997;267;437;1440;467;698;235;955;1865;1981;35;Nein
217;26.06.2020 12:00;60;89;Arbeiter3;1304;2;0;1840;1931;1220;1698;564;915;223;1778;1018;1683;1571;619;36;Nein
218;26.06.2020 13:00;68;82;Arbeiter3;203;2;2;1103;735;530;1930;1281;1851;1387;1490;1217;383;279;1169;37;Nein
219;26.06.2020 14:00;68;91;Arbeiter3;1271;0;2;214;202;1923;1017;842;1796;1879;1823;1773;1173;1396;256;38;Nein
220;26.06.2020 15:00;61;92;Arbeiter3;1312;1;2;1868;1689;395;1528;529;175;1903;1634;320;836;1660;1867;39;Nein
221;26.06.2020 16:00;65;82;Arbeiter5;338;3;2;1146;1086;1442;1277;1804;622;394;242;718;1096;1204;267;40;Nein
222;26.06.2020 17:00;65;93;Arbeiter5;1075;3;1;1897;234;1677;839;628;309;1830;755;783;1478;1562;1460;41;Nein
223;26.06.2020 18:00;68;85;Arbeiter5;1245;0;1;1146;470;1706;931;1946;555;591;612;178;1004;1366;1759;42;Nein
224;26.06.2020 19:00;64;92;Arbeiter5;1033;0;1;965;1214;1793;461;1547;1431;206;1437;1372;292;774;465;43;Nein
225;26.06.2020 20:00;61;84;Arbeiter5;1842;3;0;1350;573;1797;1777;696;1145;203;1139;370;1612;237;1797;44;Nein
226;26.06.2020 21:00;66;90;Arbeiter5;1565;2;1;1761;237;355;1686;537;1949;578;1684;1266;1629;406;1201;45;Nein
227;26.06.2020 22:00;61;88;Arbeiter5;1895;3;2;1587;1079;774;1249;1487;1647;1516;1831;540;503;1347;338;46;Nein
228;26.06.2020 23:00;60;93;Arbeiter5;905;0;1;443;1058;1013;1460;1819;1918;995;1902;656;1912;1729;589;47;Nein
229;27.06.2020 00:00;63;81;Arbeiter2;1955;2;0;1337;283;412;865;1040;493;819;687;815;955;567;1126;48;Nein
230;27.06.2020 01:00;61;84;Arbeiter2;620;0;0;1865;765;2005;1170;873;916;1866;635;1845;1704;506;916;49;Nein
231;27.06.2020 02:00;63;87;Arbeiter2;755;3;0;1489;645;1610;1065;1228;773;1332;1198;880;689;791;1547;50;Nein
232;27.06.2020 03:00;60;90;Arbeiter2;1037;0;2;161;371;1082;191;1922;543;467;892;1362;1962;1189;867;51;Nein
233;27.06.2020 04:00;65;90;Arbeiter2;533;0;2;1726;498;656;1735;1932;1136;1507;1090;815;1234;1660;1034;52;Nein
234;27.06.2020 05:00;64;84;Arbeiter2;1294;3;0;1563;1938;1143;403;767;1288;1047;1528;337;703;1917;295;53;Nein
235;27.06.2020 06:00;67;86;Arbeiter2;1182;1;0;1619;492;1801;1719;1563;1289;625;2009;787;1259;1066;720;54;Nein
236;27.06.2020 07:00;60;86;Arbeiter2;1874;2;1;1514;1652;1724;390;1598;828;1166;733;1019;1032;1768;335;55;Nein
237;27.06.2020 08:00;66;93;Arbeiter4;1187;3;1;628;493;764;813;1801;1667;1223;438;860;1348;1153;1342;56;Nein
238;27.06.2020 09:00;66;89;Arbeiter4;1464;1;1;1345;1905;1627;422;1216;466;1249;641;1926;1347;1121;504;57;Nein
239;27.06.2020 10:00;61;89;Arbeiter4;1381;1;0;1675;1376;1362;365;629;424;1038;1004;714;868;248;811;58;Nein
240;27.06.2020 11:00;62;90;Arbeiter4;1953;3;0;1956;723;1914;1547;172;1720;500;480;1790;1910;1399;1125;59;Nein
241;27.06.2020 12:00;68;81;Arbeiter4;745;3;0;1296;926;1005;1785;1848;369;1159;456;1161;676;1835;791;60;Nein
242;27.06.2020 13:00;66;85;Arbeiter4;432;1;2;1564;307;1288;1915;505;217;783;401;997;1639;1298;896;61;Nein
243;27.06.2020 14:00;66;90;Arbeiter4;1746;1;1;670;797;1769;1124;1042;1439;952;1942;1877;664;361;669;62;Nein
244;27.06.2020 15:00;64;92;Arbeiter4;1891;3;1;1695;2008;1509;848;359;1750;1794;1981;1661;1508;1784;562;63;Nein
245;27.06.2020 16:00;65;81;Arbeiter6;1778;2;0;299;799;253;810;1346;1045;1087;1070;661;1673;1988;600;64;Nein
246;27.06.2020 17:00;62;89;Arbeiter6;1402;2;0;446;1079;1623;1589;1310;1266;1532;772;764;985;1420;235;65;Nein
247;27.06.2020 18:00;64;87;Arbeiter6;1730;3;1;1407;1906;1616;1690;983;482;1419;1115;1338;1779;292;1540;66;Nein
248;27.06.2020 19:00;66;83;Arbeiter6;1757;2;1;1909;1910;1678;705;254;403;280;823;1590;1202;1566;1961;67;Nein
249;27.06.2020 20:00;62;87;Arbeiter6;1527;2;0;391;697;1867;665;631;1080;1717;1264;1884;724;1935;1099;68;Nein
250;27.06.2020 21:00;68;86;Arbeiter6;1844;3;2;228;355;220;1283;1487;190;1437;649;1787;1337;1483;789;69;Nein
251;27.06.2020 22:00;68;84;Arbeiter6;228;3;1;1773;1117;818;387;1987;2000;1856;1582;564;513;227;394;70;Nein
252;27.06.2020 23:00;62;91;Arbeiter6;1816;2;0;1112;1859;1158;853;1383;840;385;1654;1613;875;874;1249;71;Nein
253;28.06.2020 00:00;65;81;Arbeiter7;778;2;1;1914;1726;1565;697;254;918;993;1425;1434;660;575;1795;72;Nein
254;28.06.2020 01:00;60;83;Arbeiter7;1381;3;2;1095;1774;1172;392;1614;1673;1734;404;1483;305;1624;1416;73;Nein
255;28.06.2020 02:00;63;89;Arbeiter7;1825;3;1;1159;1583;1466;1199;1708;1285;1898;1917;1000;381;1920;283;74;Nein
256;28.06.2020 03:00;65;86;Arbeiter7;778;0;1;652;318;1792;995;418;1941;954;1826;161;1951;1438;449;75;Nein
257;28.06.2020 04:00;61;87;Arbeiter7;1822;0;0;1255;1459;1234;1106;1643;1688;1334;1380;188;1156;892;2006;76;Nein
258;28.06.2020 05:00;67;89;Arbeiter7;1100;2;0;1284;1084;930;1502;413;589;648;1187;247;1499;879;302;77;Nein
259;28.06.2020 06:00;63;89;Arbeiter7;1967;1;1;845;971;1665;468;871;1899;481;1998;471;888;1828;891;78;Nein
260;28.06.2020 07:00;66;89;Arbeiter7;1003;3;1;452;545;198;1675;1019;1305;412;547;998;717;1557;671;79;Nein
261;28.06.2020 08:00;62;91;Arbeiter2;1027;0;1;192;248;1618;800;899;1869;1468;1006;1162;1721;1089;1709;80;Nein
262;28.06.2020 09:00;67;82;Arbeiter2;1910;2;0;1487;1929;413;236;1779;639;448;454;1406;1292;621;999;81;Nein
263;28.06.2020 10:00;62;84;Arbeiter2;1694;2;1;756;798;208;702;890;358;489;292;1330;965;592;552;82;Nein
264;28.06.2020 11:00;66;89;Arbeiter2;713;0;2;208;1638;179;1350;379;1450;462;747;1160;1001;1572;822;83;Nein
265;28.06.2020 12:00;68;86;Arbeiter2;1539;3;2;1661;316;610;1621;894;1074;1050;1538;732;1747;1963;925;84;Nein
266;28.06.2020 13:00;60;90;Arbeiter2;1341;3;1;369;1298;1669;1640;961;1772;1314;1517;1690;1923;1000;1709;85;Nein
267;28.06.2020 14:00;66;91;Arbeiter2;1731;3;1;443;1581;1619;1829;415;486;1076;1539;445;929;1545;1518;86;Nein
268;28.06.2020 15:00;60;92;Arbeiter2;1881;1;1;734;877;290;1248;555;791;1256;1566;1800;795;515;1620;87;Nein
269;28.06.2020 16:00;61;81;Arbeiter8;1567;2;1;1726;1807;807;1533;367;1496;1895;1275;1582;1425;1065;1974;88;Nein
270;28.06.2020 17:00;64;86;Arbeiter8;1545;3;2;1340;348;547;829;1893;469;1019;1175;1856;567;1451;1928;89;Nein
271;28.06.2020 18:00;63;90;Arbeiter8;1235;1;1;419;641;399;608;189;711;1503;1559;1111;552;638;1796;90;Nein
272;28.06.2020 19:00;66;93;Arbeiter8;2009;2;0;1017;211;202;658;290;901;1969;909;476;1185;491;1304;91;Nein
273;28.06.2020 20:00;65;90;Arbeiter8;1204;2;1;1213;1978;1890;363;1291;1465;1303;1037;503;728;711;1752;92;Nein
274;28.06.2020 21:00;61;83;Arbeiter8;1732;2;2;1964;1473;220;838;464;1829;1028;1761;1701;1419;1086;1751;93;Nein
275;28.06.2020 22:00;60;84;Arbeiter8;1641;1;1;1656;668;615;1072;1920;956;324;1779;2011;283;372;1429;94;Nein
276;28.06.2020 23:00;67;92;Arbeiter8;1045;2;1;1004;1010;233;179;1903;780;1699;1924;411;670;160;857;95;Nein
277;29.06.2020 00:00;66;83;Arbeiter1;787;0;2;1270;1132;1101;1624;1065;493;223;1830;1602;524;213;718;96;Nein
278;29.06.2020 01:00;66;84;Arbeiter1;1089;2;2;361;1233;590;420;765;437;1160;488;1199;1288;1868;1112;97;Nein
279;29.06.2020 02:00;62;86;Arbeiter1;378;3;0;1899;905;744;1714;1063;668;1439;1353;807;696;764;1986;98;Nein
280;29.06.2020 03:00;68;87;Arbeiter1;916;2;2;665;413;1794;305;1628;1291;1779;1231;163;1567;1725;901;99;Nein
281;29.06.2020 04:00;68;92;Arbeiter1;1413;2;1;314;265;756;1013;987;1274;673;1355;1783;1307;220;1803;100;Nein
282;29.06.2020 05:00;62;90;Arbeiter1;1797;0;1;1302;464;743;446;1614;1242;1749;1337;1547;1705;1098;918;101;Nein
283;29.06.2020 06:00;66;92;Arbeiter1;439;1;2;1134;836;1832;166;952;293;1251;238;704;1738;524;1412;102;Nein
284;29.06.2020 07:00;60;84;Arbeiter1;1168;2;2;772;919;1434;1043;396;362;1815;1240;438;369;1587;889;103;Nein
285;29.06.2020 08:00;66;92;Arbeiter3;407;2;1;167;1194;294;341;270;209;1781;1662;750;213;1773;337;104;Nein
286;29.06.2020 09:00;60;92;Arbeiter3;2008;3;1;1407;1868;1885;1456;655;843;876;1290;1884;1469;1702;609;105;Nein
287;29.06.2020 10:00;66;87;Arbeiter3;1945;3;0;1006;230;267;1359;770;1522;1974;230;1867;824;714;1865;106;Nein
288;29.06.2020 11:00;65;91;Arbeiter3;268;0;2;1883;223;777;733;1866;848;289;493;1581;431;273;1079;107;Nein
289;29.06.2020 12:00;63;89;Arbeiter3;946;0;0;1499;1409;196;631;489;1366;1815;1072;1173;1783;1647;1912;108;Nein
290;29.06.2020 13:00;64;93;Arbeiter3;1016;0;1;380;194;395;1448;290;249;826;1538;238;542;304;1599;109;Nein
291;29.06.2020 14:00;61;87;Arbeiter3;219;2;2;657;172;542;999;218;991;1663;255;1475;447;1724;1254;110;Nein
292;29.06.2020 15:00;65;87;Arbeiter3;410;2;2;374;1911;448;260;1382;209;483;547;1411;609;229;1844;111;Nein
293;29.06.2020 16:00;65;90;Arbeiter5;1500;1;1;200;1701;540;851;746;218;967;371;1646;432;1650;673;112;Nein
294;29.06.2020 17:00;66;88;Arbeiter5;572;0;2;672;512;337;1717;1313;1211;425;268;429;812;649;367;113;Nein
295;29.06.2020 18:00;67;86;Arbeiter5;1070;0;1;1674;639;204;574;1806;1712;309;1751;470;198;190;1488;114;Nein
296;29.06.2020 19:00;63;91;Arbeiter5;1686;0;0;941;1492;590;184;1141;846;923;252;1235;1041;1890;1685;115;Nein
297;29.06.2020 20:00;68;83;Arbeiter5;2004;0;1;1637;1383;1472;1236;1057;949;1369;692;1586;972;1986;582;116;Nein
298;29.06.2020 21:00;65;82;Arbeiter5;906;1;0;1056;1435;1424;1617;196;271;1252;2007;348;1044;1040;1068;117;Nein
299;29.06.2020 22:00;68;93;Arbeiter5;426;2;1;539;437;1615;1676;1079;1650;893;1542;1230;1163;1276;1656;118;Nein
300;29.06.2020 23:00;65;87;Arbeiter5;583;3;1;482;1857;1076;901;1333;332;754;302;1978;1887;494;1977;119;Nein
301;30.06.2020 00:00;60;81;Arbeiter2;246;0;1;704;514;175;1346;1210;1803;355;401;1684;787;1382;2010;120;Nein
302;30.06.2020 01:00;60;91;Arbeiter2;454;0;2;362;419;1668;1922;1766;1235;914;1967;1933;193;1561;573;121;Nein
303;30.06.2020 02:00;64;87;Arbeiter2;388;2;0;768;1741;1059;1991;1928;667;875;1140;159;418;1036;540;122;Nein
304;30.06.2020 03:00;64;85;Arbeiter2;1541;2;2;926;1900;820;938;1630;781;1471;1931;351;1206;1019;366;123;Nein
305;30.06.2020 04:00;66;86;Arbeiter2;595;3;1;1543;1453;1995;1593;1247;369;1766;292;1370;728;1894;644;124;Nein
306;30.06.2020 05:00;65;85;Arbeiter2;331;0;0;808;1790;426;811;764;1692;1249;1337;512;2000;1724;1977;125;Nein
307;30.06.2020 06:00;60;90;Arbeiter2;1088;1;1;452;985;2004;1172;1949;1223;1478;324;208;1391;462;809;126;Nein
308;30.06.2020 07:00;63;85;Arbeiter2;1460;2;0;1305;1982;1909;583;1252;1972;1724;534;1584;1255;1389;868;127;Nein
309;30.06.2020 08:00;60;81;Arbeiter4;892;2;1;1356;160;256;1664;293;993;1203;1025;1795;850;1857;859;128;Nein
310;30.06.2020 09:00;68;83;Arbeiter4;934;0;1;324;872;570;1531;1091;1069;1774;412;535;1430;1968;447;129;Nein
311;30.06.2020 10:00;67;91;Arbeiter4;1614;1;0;692;1389;1187;801;528;528;441;1194;1612;1242;1672;358;130;Nein
312;30.06.2020 11:00;63;88;Arbeiter4;2005;3;1;1709;341;547;1047;1167;1895;1746;1737;1342;1107;1208;175;131;Nein
313;30.06.2020 12:00;61;93;Arbeiter4;769;3;2;344;1660;666;1292;1444;1183;1039;1960;1570;244;1685;729;132;Nein
314;30.06.2020 13:00;67;86;Arbeiter4;1619;1;2;996;552;1395;1688;1746;1808;583;1092;858;739;379;821;133;Nein
315;30.06.2020 14:00;61;85;Arbeiter4;836;3;2;839;1819;1034;1848;1494;1546;1277;738;788;1343;1483;933;134;Nein
316;30.06.2020 15:00;65;92;Arbeiter4;1770;0;0;1417;193;1666;790;989;317;1762;1399;338;1079;357;990;135;Nein
317;30.06.2020 16:00;65;84;Arbeiter6;1556;0;0;729;1382;1913;354;1753;295;700;297;910;201;1567;1428;136;Nein
318;30.06.2020 17:00;66;82;Arbeiter6;935;3;2;1020;1623;1310;1194;1337;1044;1131;835;750;1834;1403;583;137;Nein
319;30.06.2020 18:00;67;88;Arbeiter6;581;0;1;171;224;886;225;189;1591;1393;263;254;1826;706;455;138;Nein
320;30.06.2020 19:00;60;88;Arbeiter6;1135;2;0;1977;895;782;281;1694;800;1456;384;2008;501;412;1421;139;Nein
321;30.06.2020 20:00;66;85;Arbeiter6;528;3;0;1545;848;1574;1456;1753;1618;860;1361;1042;545;1541;685;140;Nein
322;30.06.2020 21:00;67;93;Arbeiter6;671;0;1;264;1722;628;539;1044;586;481;403;953;905;645;1446;141;Nein
323;30.06.2020 22:00;60;90;Arbeiter6;1101;1;2;726;1280;958;196;1326;1683;866;542;1471;823;503;1964;142;Nein
324;30.06.2020 23:00;61;87;Arbeiter6;933;2;2;531;1142;672;1614;304;1210;821;1136;1158;1822;1440;820;143;Nein
325;01.07.2020 00:00;61;90;Arbeiter7;1868;2;2;1545;521;1164;1142;404;819;1555;549;1651;1683;296;478;144;Nein
326;01.07.2020 01:00;60;83;Arbeiter7;183;0;2;419;1468;287;1558;1609;722;952;1197;585;1598;514;1230;145;Nein
327;01.07.2020 02:00;63;81;Arbeiter7;1781;3;0;1082;1124;1522;370;603;180;1357;1111;1125;889;1555;842;146;Nein
328;01.07.2020 03:00;67;91;Arbeiter7;1478;3;0;1510;649;331;1822;1902;442;734;1095;1836;1735;1839;906;147;Nein
329;01.07.2020 04:00;67;92;Arbeiter7;1258;0;0;471;1217;1133;1729;310;1247;305;1327;1417;546;1456;713;148;Nein
330;01.07.2020 05:00;60;92;Arbeiter7;431;2;0;548;1098;1066;1534;1777;1829;1901;207;909;1939;1442;659;149;Nein
331;01.07.2020 06:00;60;83;Arbeiter7;1756;1;2;703;302;1125;1480;288;762;1580;393;1742;436;1456;848;150;Nein
332;01.07.2020 07:00;68;93;Arbeiter7;1049;2;1;718;827;1082;418;583;861;1440;1935;1188;284;1585;1893;151;Nein
333;01.07.2020 08:00;65;85;Arbeiter2;1594;0;0;453;597;537;1697;1723;1391;1615;1979;251;209;2000;1684;152;Nein
334;01.07.2020 09:00;63;88;Arbeiter2;298;2;0;1990;725;1293;971;1150;1275;573;968;1705;2000;1590;1647;153;Nein
335;01.07.2020 10:00;67;86;Arbeiter2;1147;1;1;1357;658;850;1234;670;417;1182;1387;265;1039;1806;211;154;Nein
336;01.07.2020 11:00;66;88;Arbeiter2;1134;3;1;1485;809;1602;349;1774;1568;1255;1988;761;824;1660;1561;155;Nein
337;01.07.2020 12:00;65;88;Arbeiter2;1880;2;0;1579;1180;1315;224;1582;914;587;463;626;1546;1190;1830;156;Nein
338;01.07.2020 13:00;60;89;Arbeiter2;1918;2;2;1736;938;831;1761;1415;1930;615;1691;709;1014;190;1401;157;Nein
339;01.07.2020 14:00;67;90;Arbeiter2;962;0;2;1886;1559;1131;914;1508;1180;1339;195;2003;1560;1164;685;158;Nein
340;01.07.2020 15:00;65;86;Arbeiter2;1317;1;0;1751;1814;1405;196;844;1984;852;1373;1063;814;811;1067;159;Nein
341;01.07.2020 16:00;64;91;Arbeiter8;772;0;1;836;1375;1967;1650;556;872;1307;300;628;970;1517;1958;160;Nein
342;01.07.2020 17:00;66;92;Arbeiter8;379;3;2;1062;1106;1801;1095;1150;486;1256;1169;195;1285;672;1923;161;Nein
343;01.07.2020 18:00;67;86;Arbeiter8;1342;2;2;629;874;2007;159;1443;1976;579;1408;1590;910;903;547;162;Nein
344;01.07.2020 19:00;60;84;Arbeiter8;1393;2;0;572;1593;487;1871;1115;1742;1135;1581;1600;1871;1927;652;163;Nein
345;01.07.2020 20:00;66;87;Arbeiter8;1711;3;1;1331;702;1383;408;439;695;1566;621;539;1735;562;331;164;Nein
346;01.07.2020 21:00;67;91;Arbeiter8;259;3;1;339;1310;881;1428;274;1331;581;987;1758;1935;985;1054;165;Nein
347;01.07.2020 22:00;63;83;Arbeiter8;552;2;2;1851;308;428;1239;444;1837;1145;201;1990;983;1790;1384;166;Nein
348;01.07.2020 23:00;65;90;Arbeiter8;1469;1;1;2010;1069;1530;1288;597;1858;920;1972;297;1727;211;1241;167;Nein
349;02.07.2020 00:00;64;82;Arbeiter1;452;3;2;506;1380;1866;1597;301;1979;236;609;1975;919;1037;1085;168;Nein
350;02.07.2020 01:00;65;90;Arbeiter1;1513;2;1;889;510;304;721;1307;1462;1641;1471;1903;2004;1716;1583;169;Nein
351;02.07.2020 02:00;66;88;Arbeiter1;1152;0;0;1726;467;1786;1541;384;755;1542;1756;1162;670;1741;1031;170;Nein
352;02.07.2020 03:00;64;86;Arbeiter1;880;3;0;1436;1078;1150;762;807;302;1979;1165;1257;1939;1519;459;171;Nein
353;02.07.2020 04:00;62;88;Arbeiter1;1417;3;0;1862;1601;303;642;212;650;715;1389;910;1141;991;999;172;Nein
354;02.07.2020 05:00;66;90;Arbeiter1;404;1;0;1101;1429;1029;691;1198;1795;1086;1062;938;1463;544;1159;173;Nein
355;02.07.2020 06:00;63;87;Arbeiter1;1330;3;2;1678;1257;465;871;366;593;471;1621;795;1687;1314;1978;174;Nein
356;02.07.2020 07:00;62;81;Arbeiter1;617;0;1;1415;1224;1361;1043;1306;1153;1989;267;310;754;925;1418;175;Nein
357;02.07.2020 08:00;66;84;Arbeiter3;1362;0;1;271;345;1829;248;484;1450;1051;1545;1802;281;991;1673;176;Nein
358;02.07.2020 09:00;61;90;Arbeiter3;640;2;2;1705;354;751;1734;1856;1256;1200;644;155;199;1914;1377;177;Nein
359;02.07.2020 10:00;67;83;Arbeiter3;1672;2;1;1069;1721;530;775;179;328;558;1195;1318;1959;2008;1785;178;Nein
360;02.07.2020 11:00;64;91;Arbeiter3;211;1;0;570;608;1615;976;1740;1482;1502;1763;1429;810;481;1721;179;Nein
361;02.07.2020 12:00;63;85;Arbeiter3;1619;3;0;776;1301;293;1473;329;1478;752;804;573;1516;248;503;180;Nein
362;02.07.2020 13:00;61;86;Arbeiter3;743;2;0;1955;1389;714;1263;619;747;1438;1326;192;1795;217;338;181;Nein
363;02.07.2020 14:00;60;88;Arbeiter3;1054;1;1;1259;1170;1662;1498;1077;961;1656;1895;235;543;1043;1368;182;Nein
364;02.07.2020 15:00;67;92;Arbeiter3;1776;3;0;1315;1243;190;177;530;473;1996;414;861;1213;580;1518;183;Nein
365;02.07.2020 16:00;66;83;Arbeiter5;1481;3;2;400;771;1556;1556;991;559;1541;1493;1874;1556;1275;266;184;Nein
366;02.07.2020 17:00;66;91;Arbeiter5;1836;1;0;1219;1903;1487;1363;1666;202;1104;1952;1638;470;1508;1469;185;Nein
367;02.07.2020 18:00;67;83;Arbeiter5;1907;2;2;1785;661;1791;1603;1028;673;819;929;1629;926;1130;1079;186;Nein
368;02.07.2020 19:00;67;85;Arbeiter5;1627;3;2;1403;1071;867;1757;987;1996;591;177;679;1363;1417;355;187;Nein
369;02.07.2020 20:00;64;87;Arbeiter5;367;1;1;523;522;1198;317;1340;319;726;1960;1239;1884;689;1477;188;Nein
370;02.07.2020 21:00;64;89;Arbeiter5;1736;1;0;1434;1618;628;1522;1842;1747;298;2007;1833;196;1572;1116;189;Nein
371;02.07.2020 22:00;67;93;Arbeiter5;885;3;1;1392;1810;1279;1098;1687;566;808;1980;197;1163;1649;1759;190;Nein
372;02.07.2020 23:00;62;84;Arbeiter5;1784;0;1;1395;402;1357;1821;1591;950;537;1096;1981;1198;474;1646;191;Nein
373;03.07.2020 00:00;61;88;Arbeiter2;1708;3;0;1487;1473;855;519;468;851;254;281;1138;287;1423;1934;192;Nein
374;03.07.2020 01:00;67;91;Arbeiter2;435;3;0;196;497;1325;257;1045;654;1438;381;1547;1500;676;1539;193;Nein
375;03.07.2020 02:00;68;81;Arbeiter2;375;1;2;1397;961;1562;883;586;1507;1603;324;233;1087;1640;1427;194;Nein
376;03.07.2020 03:00;62;90;Arbeiter2;1603;0;1;185;489;1085;1979;764;903;1018;502;716;1941;1200;1144;195;Nein
377;03.07.2020 04:00;68;90;Arbeiter2;1377;2;0;1884;711;1068;466;1831;1798;962;527;1823;962;1510;983;196;Nein
378;03.07.2020 05:00;68;89;Arbeiter2;561;2;2;1735;1071;1155;158;540;1301;937;1249;312;172;376;1292;197;Nein
379;03.07.2020 06:00;61;89;Arbeiter2;1930;1;1;1527;1142;447;1247;1779;436;1308;771;1593;855;701;1165;198;Nein
380;03.07.2020 07:00;66;93;Arbeiter2;1675;2;0;611;855;550;1475;1947;847;1427;777;335;856;271;1886;199;Nein
381;03.07.2020 08:00;65;91;Arbeiter4;1743;2;1;308;1310;1122;171;1402;1381;1816;1608;1918;1929;1217;238;200;Nein
382;03.07.2020 09:00;65;85;Arbeiter4;1818;2;0;1410;910;858;1298;237;1674;881;1131;301;1386;1165;1421;201;Nein
383;03.07.2020 10:00;66;86;Arbeiter4;1081;2;0;1410;643;1931;1378;1970;1017;1805;502;1190;354;297;1060;202;Nein
384;03.07.2020 11:00;60;86;Arbeiter4;963;0;1;1098;1127;1562;1471;1792;549;1667;807;396;1597;343;387;203;Nein
385;03.07.2020 12:00;68;83;Arbeiter4;639;3;0;1926;436;412;878;880;1246;402;1704;1333;299;1895;302;204;Nein
386;03.07.2020 13:00;60;83;Arbeiter4;1240;1;0;1822;705;529;347;1661;1202;732;1029;1014;1209;695;1242;205;Nein
387;03.07.2020 14:00;62;81;Arbeiter4;1204;3;0;1824;900;205;325;304;786;1729;1857;840;1653;1731;650;206;Nein
388;03.07.2020 15:00;61;83;Arbeiter4;684;1;2;600;580;158;733;998;409;1010;1630;611;1271;1437;736;207;Nein
389;03.07.2020 16:00;63;83;Arbeiter6;1928;0;2;1452;1634;1534;658;946;1471;1229;405;315;1311;1040;858;208;Nein
390;03.07.2020 17:00;61;92;Arbeiter6;379;3;1;312;1470;1540;255;1717;1710;1397;1469;327;1565;1225;886;209;Nein
391;03.07.2020 18:00;60;86;Arbeiter6;1715;1;1;1730;1248;1501;767;456;1920;1013;206;374;947;288;632;210;Nein
392;03.07.2020 19:00;68;87;Arbeiter6;1063;0;2;1182;253;1867;1219;300;1858;1862;535;669;271;1107;498;211;Nein
393;03.07.2020 20:00;63;91;Arbeiter6;1545;2;1;257;257;1326;1731;207;680;1652;1615;1582;346;909;585;212;Nein
394;03.07.2020 21:00;66;88;Arbeiter6;1513;2;0;812;1837;640;1437;1224;689;767;344;157;1447;653;1791;213;Nein
395;03.07.2020 22:00;62;89;Arbeiter6;1357;2;2;585;1980;1638;1662;1012;2005;1894;1374;962;1022;1081;981;214;Nein
396;03.07.2020 23:00;62;86;Arbeiter6;696;2;0;420;822;1435;1988;1472;214;909;1499;1328;1933;1392;759;215;Nein
397;04.07.2020 00:00;61;86;Arbeiter7;1173;3;1;479;1733;1873;1167;204;1060;1599;1563;1466;1067;872;1172;216;Nein
398;04.07.2020 01:00;64;82;Arbeiter7;314;2;1;339;640;1969;1923;714;1883;1212;1277;397;971;1826;217;217;Nein
399;04.07.2020 02:00;63;88;Arbeiter7;1160;0;2;1295;174;1683;1065;447;1390;259;1060;263;1499;1287;1078;218;Nein
400;04.07.2020 03:00;60;86;Arbeiter7;1543;1;1;1935;624;1634;781;1689;1222;1595;748;1982;162;995;186;219;Nein
401;04.07.2020 04:00;64;91;Arbeiter7;1741;1;1;381;1575;879;186;1625;663;1734;1578;617;644;1042;355;220;Nein
402;04.07.2020 05:00;62;81;Arbeiter7;1321;2;0;1312;1837;702;1599;793;1804;661;1026;1522;206;1666;1012;221;Nein
